Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
GDP per capita (current US$),NY.GDP.PCAP.CD,Africa Eastern and Southern,AFE,817.175972972585,707.015752221191,1759.18239469392,1730.39468555029,1719.18372097247,1538.55226805656,1443.69237090812,1628.58678812124,1564.73433998697,1512.2705529912,1363.54074100996,1549.77272965144
GDP per capita (current US$),NY.GDP.PCAP.CD,Africa Western and Central,AFW,589.158848993721,520.786583767401,1953.40703302973,2149.29521922384,2243.2714641609,1876.62348318848,1645.02376743667,1585.91193032787,1731.31179201546,1749.30331701118,1683.43639098491,1757.03062622138
GDP per capita (current US$),NY.GDP.PCAP.CD,Arab World,ARB,2850.8185069422,2842.61927232181,7327.26882603476,7307.37301728693,7276.42899854934,6245.78778494805,6062.68155691884,6132.42835385013,6474.29534015992,6384.06632128077,5545.45524618957,6271.31900080308
GDP per capita (current US$),NY.GDP.PCAP.CD,Caribbean small states,CSS,2995.96953539978,5246.59561150376,10417.9381972033,10542.7861465615,10711.7791084348,10473.834450072,9781.00881561088,10075.8307234239,10353.116449379,10429.3320396051,8851.42495915636,10063.6912979586
GDP per capita (current US$),NY.GDP.PCAP.CD,Central Europe and the Baltics,CEB,2314.25710326257,3949.13759521384,13075.728989393,13662.2410947698,14132.7679709667,12520.3364891967,12781.9321126976,14224.8577789182,16086.3182550395,16358.4741498916,16293.8000324588,18751.026511843
GDP per capita (current US$),NY.GDP.PCAP.CD,Early-demographic dividend,EAR,911.320669222061,1354.97926055359,3346.1088899292,3344.65579580508,3411.09671053088,3199.51964624213,3257.90121165383,3472.69762430482,3467.17819752253,3489.17024987092,3215.09292533334,3703.90012266414
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific,EAS,2605.90850060624,4089.05161206687,9435.96166320117,9468.43989381281,9694.44878542979,9586.90102723108,9854.94632871873,10452.7190352562,11310.4988757878,11482.5316836638,11475.4625106863,13041.7811855841
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (excluding high income),EAP,416.769540145555,954.657418828236,5376.041081452,5882.27240598661,6291.46486419249,6501.86882881589,6591.28234259783,7149.20764686243,7944.55123362633,8169.16783730136,8262.4792534288,9771.64820574671
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,421.631392303397,965.669761803917,5436.75023693748,5948.44094855294,6362.01186907747,6574.56465570346,6664.79603276875,7228.76266557214,8032.79890886331,8259.79560508293,8354.06518215147,9880.09606977467
GDP per capita (current US$),NY.GDP.PCAP.CD,Euro area,EMU,18903.2829635424,20215.5536922064,37594.922746854,39119.9773324278,39913.1251181574,34388.8100100187,35164.067063767,37157.1132620842,40045.5660233161,39182.5483400922,38159.7299117801,42450.1537720293
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia,ECS,10522.8886713116,11666.8328484061,25090.2159755109,26086.2723067211,26316.5993060474,22556.5736435144,22379.6483458231,23643.4004470588,25243.7947296066,24870.2619868165,23984.2787277322,27152.4712288326
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (excluding high income),ECA,2467.88424815803,1788.4273287221,10208.4653502244,10750.4500674349,9890.46105678793,7458.33504588883,7044.3362886349,7864.64506529107,7994.78016760654,8129.88601672878,7441.46530668546,8758.93855271138
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,2383.55452799557,2051.85014715325,10421.1883326337,10962.4663487389,10294.9868654034,7993.44005151042,7640.69128859774,8532.43486668033,8870.39704955585,9019.71737353636,8423.19600153735,9842.05226527455
GDP per capita (current US$),NY.GDP.PCAP.CD,European Union,EUU,15461.048939086,16947.5956556045,33170.5130990055,34564.1156811497,35278.8076893923,30484.5278875559,31175.1505246881,33089.2284586656,35751.2199668968,35079.4691496775,34330.3665256275,38411.062779601
GDP per capita (current US$),NY.GDP.PCAP.CD,Fragile and conflict affected situations,FCS,1141.78111479145,858.5150261447,2307.06855878978,2337.38872226404,2423.7327408166,1891.18227274028,1744.35832922474,1805.53759656673,1858.1329561773,1884.58157651474,1716.21638516599,1796.39629429673
GDP per capita (current US$),NY.GDP.PCAP.CD,Heavily indebted poor countries (HIPC),HPC,449.68708802002,370.750531818168,905.246190811676,979.638019367479,1011.66291802612,953.176760946948,973.216094452164,1049.36357479672,972.316017641575,978.494647900052,958.439861836993,1035.70164847096
GDP per capita (current US$),NY.GDP.PCAP.CD,High income,HIC,18488.9349619624,25208.1998202892,41493.9158499049,41764.5362279726,42419.5449268926,39819.1878688144,40441.4389563331,42081.1109802312,44527.6104120207,44723.9289448888,43415.6766809454,48225.2412096793
GDP per capita (current US$),NY.GDP.PCAP.CD,IBRD only,IBD,1028.89077355453,1463.13223394645,5571.1691198558,5814.99592865154,5949.80566826416,5517.28333622354,5507.23272479516,6023.29232373095,6352.34701254182,6435.95331924092,6149.37060118069,7221.4063511037
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA & IBRD total,IBT,912.407447569717,1253.72014510522,4516.54153071416,4711.13915176515,4821.93564420413,4471.99644993102,4455.81548857442,4838.50234243306,5076.59298553479,5125.97880004818,4888.96620866939,5684.92707423063
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA blend,IDB,514.373932998118,557.376130897466,1833.19245379191,1953.69016907062,2083.1837451258,1930.46018693705,1818.40497244132,1751.50761038892,1874.94756640788,1827.16847357077,1719.89506474412,1842.77104941479
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA only,IDX,396.165335793395,455.455672068944,925.035894995054,982.155123241738,1027.35214949073,1009.70928925341,1073.49640979078,1155.20664265449,1125.36142408496,1159.35338415925,1156.36967071505,1231.12662448895
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA total,IDA,435.32859172135,489.090447293994,1233.80189145746,1312.28765834649,1385.83510580525,1321.78444357069,1324.75132279273,1355.17123412826,1376.90160225956,1382.25035891894,1343.28785148776,1433.79514069908
GDP per capita (current US$),NY.GDP.PCAP.CD,Late-demographic dividend,LTE,1061.85682451457,1664.67802027167,7988.69047257311,8541.23247330249,8812.26181554647,8213.12337286025,8183.3270469779,9021.96592686379,9839.46860049612,9979.25411184343,9706.8431033298,11465.857770559
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean,LCN,2508.66342866306,4398.05023803418,10217.2776964379,10357.1656138957,10451.5252662143,8645.27095252049,8363.6585703583,9201.46648036571,8916.08948524633,8707.18736820255,7289.95703684922,8327.60519038265
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean (excluding high income),LAC,2426.88875510047,4198.97264598428,9686.90535966314,9834.53012990857,9775.56734787074,8223.39454971266,7909.62822168351,8729.1830627764,8384.845372535,8181.62274744186,6789.39264970385,7728.03330913836
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,2434.35337507374,4310.64122352824,10144.3445788974,10280.4237194411,10369.9180463986,8497.45594058406,8199.16861798615,9050.94346805003,8754.29326776485,8526.26578328322,7081.44704554668,8108.91586994813
GDP per capita (current US$),NY.GDP.PCAP.CD,Least developed countries: UN classification,LDC,354.080884241963,327.974898846431,945.173417987177,1005.61358250837,1055.489277272,997.132283890389,1021.78781099426,1114.92308410884,1073.3209737358,1100.0270461345,1095.77064832518,1164.91831596213
GDP per capita (current US$),NY.GDP.PCAP.CD,Low & middle income,LMY,883.177951386806,1186.28808537919,4339.26652653684,4532.41989309618,4626.39321149143,4329.30502802987,4313.15265410579,4679.99324511284,4900.57367580845,4952.23113305647,4723.79886732848,5494.39698101105
GDP per capita (current US$),NY.GDP.PCAP.CD,Low income,LIC,434.571267215412,293.024475795487,716.651512895602,757.335356447804,788.640689485695,765.607398134697,782.236926738561,853.582030647173,749.900160430811,741.352434905854,727.617214412844,783.813167020735
GDP per capita (current US$),NY.GDP.PCAP.CD,Lower middle income,LMC,519.628274817962,618.140208308421,2115.53858674075,2118.63843116732,2176.23675069423,2088.22078732738,2169.41972344764,2297.94945643957,2323.93174161165,2386.48858914775,2268.98274570582,2572.70514396668
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa,MEA,3144.36992822582,3271.48294719494,8759.65128829081,8433.60304850834,8321.76576980599,7183.07451286568,7111.1562407106,7251.82773594856,7476.77245727289,7337.35093485928,6491.49912763085,7569.08943696131
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa (excluding high income),MNA,2216.07177019371,1873.95465796525,4929.64160910528,4445.60064830945,4317.81309556394,3805.68400915465,3832.81850898167,3739.15308820695,3491.19257785723,3438.71589914992,3093.87847282169,3573.16517336392
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,2215.44248343115,1878.0915887586,4950.68166347424,4458.42772459745,4328.80720330803,3811.77767170547,3836.31969011268,3740.51998552308,3490.36720402876,3436.13153002932,3092.20555999448,3572.06552524474
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle income,MIC,917.125913117345,1248.9292691052,4716.35907508888,4934.97944222966,5040.8028003844,4720.1503964477,4709.36804167241,5116.24078342878,5384.00215669902,5448.65078025162,5206.16829542532,6074.0849211156
GDP per capita (current US$),NY.GDP.PCAP.CD,North America,NAC,23645.6143148159,35151.3296023334,51881.1708863839,53234.150098465,54714.4709286191,55452.4213839576,56312.4348848537,58423.8858786865,61174.7773442449,63198.7013177896,61451.9761542648,68369.6627865258
GDP per capita (current US$),NY.GDP.PCAP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,OECD members,OED,17017.7338456799,23026.0977057823,37238.6273555564,37492.0293932166,38000.9430879342,35599.0800395663,36049.378510069,37403.3878726541,39348.3143589819,39531.6603463651,38326.8576017416,42446.8593225577
GDP per capita (current US$),NY.GDP.PCAP.CD,Other small states,OSS,3057.69425206652,4275.74352876538,14983.3650641167,15301.1620473154,15443.8933803058,12502.0953801451,12087.1223886966,12894.0758276533,14062.5039847728,13540.4002873269,11683.1860582817,13878.8148434096
GDP per capita (current US$),NY.GDP.PCAP.CD,Pacific island small states,PSS,1325.6592844842,1687.73858578164,3482.42371396297,3584.58282227053,3853.59513746425,3724.5916743202,3867.74169899034,4128.47492262869,4283.74156632459,4233.4136752437,3707.31058055127,3643.84543691992
GDP per capita (current US$),NY.GDP.PCAP.CD,Post-demographic dividend,PST,19060.3281514935,25861.0000013795,42286.9172434272,42520.7968500268,43165.5514844553,40638.3758095101,41369.9337219357,42968.4478075775,45382.3069254991,45700.938132739,44474.5497503182,49223.5950344334
GDP per capita (current US$),NY.GDP.PCAP.CD,Pre-demographic dividend,PRE,942.277999528654,501.32993059451,1703.42984591239,1813.79619346271,1870.79868539774,1550.79861230615,1385.87403657936,1436.42070384297,1455.85975716881,1463.30658635794,1337.46415333973,1418.59332595843
GDP per capita (current US$),NY.GDP.PCAP.CD,Small states,SST,2920.50971744471,4312.75067653232,13379.8099524495,13662.8737452669,13836.880534668,11585.6451509215,11163.9732961148,11854.0160327081,12808.1908837461,12427.5767384523,10702.9616881658,12588.9277948417
GDP per capita (current US$),NY.GDP.PCAP.CD,South Asia,SAS,356.627267040578,447.950232479194,1347.91809454193,1364.83100978075,1475.72702877642,1523.69780745339,1675.57551077353,1887.92183047546,1920.20839576082,1962.80287524759,1852.30008753936,2149.8215950035
GDP per capita (current US$),NY.GDP.PCAP.CD,South Asia (IDA & IBRD),TSA,356.627267040578,447.950232479194,1347.91809454193,1364.83100978075,1475.72702877642,1523.69780745339,1675.57551077353,1887.92183047546,1920.20839576082,1962.80287524759,1852.30008753936,2149.8215950035
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa,SSF,723.828372058525,630.252903271431,1837.55754544941,1900.19419418299,1931.64803190105,1675.48657482565,1524.8277496739,1609.900105108,1631.593697431,1607.92160468242,1493.10069058974,1633.18075389896
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (excluding high income),SSA,723.210842101133,629.406804762081,1836.59281543864,1898.98258004503,1930.41406523828,1674.23770053124,1523.52726382409,1608.56484686331,1630.23897071478,1606.5581948548,1492.13401817781,1632.08753131287
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,723.828372058524,630.252903271431,1837.55754544941,1900.19419418299,1931.64803190105,1675.48657482565,1524.8277496739,1609.900105108,1631.593697431,1607.92160468242,1493.10069058974,1633.18075389896
GDP per capita (current US$),NY.GDP.PCAP.CD,Upper middle income,UMC,1335.20205084858,1967.78797358541,8021.73367039928,8538.42876620621,8730.05993426656,8132.28571037896,8025.23480020977,8820.94949272126,9435.78082781379,9534.00511269487,9157.82001579761,10828.0506944074
GDP per capita (current US$),NY.GDP.PCAP.CD,World,WLD,4304.08636210701,5507.4489274109,10572.9576676745,10735.1290211119,10896.1450259007,10153.5813025003,10206.892281587,10742.6504572914,11285.4976396404,11320.915884525,10883.0760474916,12236.6157434985
